kp0_x,kp0_y,kp0_c,kp1_x,kp1_y,kp1_c,kp2_x,kp2_y,kp2_c,kp3_x,kp3_y,kp3_c,kp4_x,kp4_y,kp4_c,kp5_x,kp5_y,kp5_c,kp6_x,kp6_y,kp6_c,kp7_x,kp7_y,kp7_c,kp8_x,kp8_y,kp8_c,kp9_x,kp9_y,kp9_c,kp10_x,kp10_y,kp10_c,kp11_x,kp11_y,kp11_c,kp12_x,kp12_y,kp12_c,kp13_x,kp13_y,kp13_c,kp14_x,kp14_y,kp14_c,kp15_x,kp15_y,kp15_c,kp16_x,kp16_y,kp16_c,image_path,label_str,label_idx
0.42523685097694397,0.6472055912017822,0.8572613000869751,0.4170929193496704,0.6487739086151123,0.6220235824584961,0.4264855980873108,0.6433259844779968,0.6004263162612915,0.4041905999183655,0.617397665977478,0.5748739838600159,0.4265581965446472,0.6085078716278076,0.6350529193878174,0.3998415172100067,0.5393598675727844,0.9857805371284485,0.4306178390979767,0.513510525226593,0.9676993489265442,0.330785870552063,0.7004563808441162,0.9370545744895935,0.36487865447998047,0.6579175591468811,0.7893153429031372,0.2693595588207245,0.8681894540786743,0.8896619081497192,0.2701079547405243,0.7980833053588867,0.803459644317627,0.5500454306602478,0.2334183156490326,0.8889676332473755,0.5739772319793701,0.2479413002729416,0.8505170345306396,0.6555386185646057,0.45487093925476074,0.8247470855712891,0.6709250807762146,0.4243723750114441,0.7577956914901733,0.0,0.0,0.4385691285133362,0.0,0.0,0.40572234988212585,/home/user_116/deep_learn/yoga_kaggle_dataset/Adho Mukha Svanasana/File1.png,Adho Mukha Svanasana,0
0.5504208207130432,0.568599283695221,0.8779841065406799,0.5412828922271729,0.5718843936920166,0.7584471106529236,0.5682967305183411,0.5819738507270813,0.5173397660255432,0.5463921427726746,0.5354381799697876,0.8514806032180786,0.0,0.0,0.41196534037590027,0.5396553874015808,0.4313885569572449,0.9288180470466614,0.6717813611030579,0.5021578073501587,0.9919607043266296,0.43953290581703186,0.503929853439331,0.6773058772087097,0.7956076860427856,0.6853856444358826,0.9873536825180054,0.3491966426372528,0.7144238948822021,0.8065648078918457,0.8305547833442688,0.8433924317359924,0.9837252497673035,0.49074533581733704,0.19948123395442963,0.9122960567474365,0.5726622343063354,0.21580776572227478,0.9748463034629822,0.21877317130565643,0.36807483434677124,0.8597891926765442,0.3547973334789276,0.38462334871292114,0.9468485116958618,0.11407303810119629,0.4568960666656494,0.51556396484375,0.2791782021522522,0.5123323202133179,0.667746365070343,/home/user_116/deep_learn/yoga_kaggle_dataset/Adho Mukha Svanasana/File10.png,Adho Mukha Svanasana,0
0.5981087684631348,0.7712167501449585,0.6449682712554932,0.0,0.0,0.41825684905052185,0.6129353046417236,0.7772548794746399,0.5328212380409241,0.624525249004364,0.7498086094856262,0.548336386680603,0.622687041759491,0.7261888980865479,0.7178571820259094,0.6010680794715881,0.6587753295898438,0.9839919209480286,0.6056748628616333,0.6557616591453552,0.9922536015510559,0.6451309323310852,0.8059161305427551,0.9239419102668762,0.6869755983352661,0.7921475768089294,0.9825150966644287,0.7573546767234802,0.9872277975082397,0.8626658916473389,0.7620255947113037,0.9231546521186829,0.938820481300354,0.42443981766700745,0.4709304869174957,0.9830226302146912,0.43077096343040466,0.46115219593048096,0.9888083338737488,0.3162030279636383,0.4150550961494446,0.9234009981155396,0.39804473519325256,0.42701736092567444,0.9445618987083435,0.2687649428844452,0.38303008675575256,0.8718906044960022,0.3318917453289032,0.36861252784729004,0.8823612928390503,/home/user_116/deep_learn/yoga_kaggle_dataset/Adho Mukha Svanasana/File11.png,Adho Mukha Svanasana,0
0.0,0.0,0.26970359683036804,0.0,0.0,0.1254550665616989,0.0,0.0,0.1535983681678772,0.404288113117218,0.6263936758041382,0.5292215943336487,0.4573085606098175,0.6097735166549683,0.5565318465232849,0.3559943735599518,0.5252296924591064,0.9463241100311279,0.4621067941188812,0.507753849029541,0.9403284192085266,0.23128806054592133,0.5234698057174683,0.8252661228179932,0.5907248854637146,0.6057496666908264,0.7640243172645569,0.19068637490272522,0.5850688815116882,0.7179377675056458,0.7273403406143188,0.8026700019836426,0.6176072359085083,0.3511481285095215,0.3299928605556488,0.9613493084907532,0.41342777013778687,0.3278855085372925,0.9487490653991699,0.47418221831321716,0.5273959636688232,0.9921922087669373,0.5650333166122437,0.45750921964645386,0.9899908304214478,0.6973814368247986,0.7884724736213684,0.971574604511261,0.7974845767021179,0.7339175343513489,0.9711659550666809,/home/user_116/deep_learn/yoga_kaggle_dataset/Adho Mukha Svanasana/File12.png,Adho Mukha Svanasana,0
0.0,0.0,0.0021707562264055014,0.0,0.0,0.001363437157124281,0.0,0.0,0.001020404975861311,0.0,0.0,0.013009121641516685,0.0,0.0,0.00849098525941372,0.0,0.0,0.019495239481329918,0.0,0.0,0.027687817811965942,0.0,0.0,0.02573356404900551,0.0,0.0,0.031135762110352516,0.0,0.0,0.10809057950973511,0.0,0.0,0.10545575618743896,0.0,0.0,0.21870766580104828,0.0,0.0,0.24504952132701874,0.3975297212600708,0.4522533714771271,0.90486079454422,0.5647000670433044,0.31928586959838867,0.8895508646965027,0.28448453545570374,0.739622950553894,0.9408410787582397,0.6654101014137268,0.5581194758415222,0.9461429119110107,/home/user_116/deep_learn/yoga_kaggle_dataset/Adho Mukha Svanasana/File13.png,Adho Mukha Svanasana,0
0.6325749754905701,0.6657307744026184,0.750922441482544,0.6381343007087708,0.6745498776435852,0.6198613047599792,0.0,0.0,0.39460980892181396,0.689448356628418,0.6375236511230469,0.5288437008857727,0.0,0.0,0.1832822859287262,0.7171372771263123,0.545385479927063,0.8107492327690125,0.7044454216957092,0.5457025170326233,0.9452762007713318,0.7760069370269775,0.6864307522773743,0.5879729986190796,0.7638891935348511,0.738739550113678,0.9675309062004089,0.8544451594352722,0.9377830028533936,0.7624323964118958,0.8520784378051758,0.8987938165664673,0.9627429246902466,0.534813404083252,0.3409028947353363,0.8908326029777527,0.538753092288971,0.3083888292312622,0.956966757774353,0.2770436406135559,0.2350827008485794,0.8612383604049683,0.2901446223258972,0.27235686779022217,0.9438262581825256,0.1528325378894806,0.5134789347648621,0.7550152540206909,0.13422919809818268,0.5867152214050293,0.8204832673072815,/home/user_116/deep_learn/yoga_kaggle_dataset/Adho Mukha Svanasana/File14.png,Adho Mukha Svanasana,0
0.0,0.0,0.23184096813201904,0.0,0.0,0.2781265377998352,0.0,0.0,0.02871597558259964,0.3707232177257538,0.6706741452217102,0.8916396498680115,0.0,0.0,0.09014920145273209,0.4142451286315918,0.6161094307899475,0.9947868585586548,0.3888644576072693,0.5381084084510803,0.9787099361419678,0.27723902463912964,0.7670500874519348,0.9774216413497925,0.2936782240867615,0.6814349293708801,0.8240227103233337,0.17600290477275848,0.9295638799667358,0.855167031288147,0.1652098000049591,0.9124366641044617,0.5537313222885132,0.5655014514923096,0.4003860056400299,0.9834766983985901,0.5564698576927185,0.37760627269744873,0.9733482003211975,0.7175808548927307,0.2709450125694275,0.9777781367301941,0.6711361408233643,0.19535250961780548,0.956683337688446,0.8949275612831116,0.5840814113616943,0.9296919703483582,0.8152398467063904,0.4415713846683502,0.9242532253265381,/home/user_116/deep_learn/yoga_kaggle_dataset/Adho Mukha Svanasana/File15.png,Adho Mukha Svanasana,0
0.42818641662597656,0.7298848628997803,0.7381347417831421,0.0,0.0,0.3871014416217804,0.432578444480896,0.7309894561767578,0.6495510339736938,0.0,0.0,0.4411073923110962,0.41736823320388794,0.6921303272247314,0.8366866707801819,0.34626278281211853,0.6593941450119019,0.9832674860954285,0.41470012068748474,0.6099807024002075,0.9763068556785583,0.2225302755832672,0.736705482006073,0.9393186569213867,0.3543422818183899,0.7001907229423523,0.8475180268287659,0.16881303489208221,0.8478960990905762,0.8412819504737854,0.27991586923599243,0.8566251993179321,0.7493070960044861,0.45084747672080994,0.44070011377334595,0.9567194581031799,0.5049448013305664,0.4391159117221832,0.9448744058609009,0.6772896647453308,0.3527299463748932,0.9659063816070557,0.6958324909210205,0.28977128863334656,0.95236736536026,0.9200729131698608,0.6143393516540527,0.8996451497077942,0.8966529965400696,0.5360191464424133,0.89897221326828,/home/user_116/deep_learn/yoga_kaggle_dataset/Adho Mukha Svanasana/File16.png,Adho Mukha Svanasana,0
0.5848108530044556,0.5658015012741089,0.9246613383293152,0.5904392600059509,0.5717605352401733,0.8921259045600891,0.5990269184112549,0.5792312622070312,0.5246192812919617,0.6228691935539246,0.5735074281692505,0.8908984661102295,0.0,0.0,0.1392449587583542,0.6515429615974426,0.5431653261184692,0.9892634749412537,0.6469175219535828,0.5558234453201294,0.9811428189277649,0.7389789819717407,0.6994590759277344,0.9577986001968384,0.7343863248825073,0.719353973865509,0.979010820388794,0.8062878251075745,0.7898934483528137,0.9677061438560486,0.8058493137359619,0.8625780344009399,0.9763201475143433,0.5292050242424011,0.34562817215919495,0.9812754392623901,0.5305584669113159,0.3286292254924774,0.9837576746940613,0.3486641049385071,0.19289402663707733,0.9256883263587952,0.36994457244873047,0.24480131268501282,0.9404505491256714,0.2747243344783783,0.33174872398376465,0.8324922919273376,0.2738710939884186,0.3918413519859314,0.8217644691467285,/home/user_116/deep_learn/yoga_kaggle_dataset/Adho Mukha Svanasana/File17.png,Adho Mukha Svanasana,0
0.0,0.0,0.2078327089548111,0.0,0.0,0.101776123046875,0.0,0.0,0.12032083421945572,0.0,0.0,0.20637457072734833,0.0,0.0,0.1866605430841446,0.5692782402038574,0.6176734566688538,0.80482017993927,0.5828306078910828,0.6153010725975037,0.7649320960044861,0.6018906235694885,0.6459001302719116,0.7818382978439331,0.5784581303596497,0.533288836479187,0.8079566955566406,0.7323005199432373,0.8314139246940613,0.7441575527191162,0.6876221299171448,0.6412146687507629,0.7387301921844482,0.4528154730796814,0.5320096611976624,0.9339801669120789,0.4570743441581726,0.5171943306922913,0.9250375032424927,0.36173295974731445,0.4687494933605194,0.9364021420478821,0.3297092020511627,0.46823355555534363,0.9305217266082764,0.3279755115509033,0.641309380531311,0.871347963809967,0.26373326778411865,0.6794310212135315,0.8425132036209106,/home/user_116/deep_learn/yoga_kaggle_dataset/Adho Mukha Svanasana/File18.png,Adho Mukha Svanasana,0
